Year,System Code,System,School Code,School,Grade,Gender,Ethnicity,Sub Population,Total Student Count,Asian,Asian %,Black or African American,Black or African American %,American Indian / Alaska Native, American Indian / Alaska Native %,Native Hawaiian / Pacific Islander,Native Hawaiian / Pacific Islander %,White,White %,Two or more races,Two or more races %
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,All Gender,Other Ethnicity,Homeless,830,*,*,495,59.64,*,*,*,*,288,34.70,29,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,All Gender,Other Ethnicity,Migrant,20,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,All Gender,Other Ethnicity,Students with Disabilities,9517,83,~,3510,36.88,95,~,*,*,5493,57.72,327,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,All Gender,Other Ethnicity,General Education Students,38214,830,~,13597,35.58,411,~,56,~,21759,56.94,1561,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,All Gender,Other Ethnicity,Economically Disadvantaged,30262,344,~,14706,48.60,271,~,49,~,13595,44.92,1297,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,All Gender,Other Ethnicity,Foster,222,*,*,76,34.23,*,*,*,*,132,59.46,13,5.86
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,All Gender,Other Ethnicity,Military Family,1168,17,~,354,30.31,*,*,*,*,702,60.10,84,7.19
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,All Gender,Other Ethnicity,Non-Economically Disadvantaged,17469,569,~,2401,13.74,235,~,16,~,13657,78.18,591,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,All Ethnicity,All SubPopulation,26437,445,~,8523,32.24,1238,~,68,~,14775,55.89,1388,5.25
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,All Ethnicity,Students with Limited English Proficiency,1582,92,5.82,26,~,564,35.65,27,~,685,43.30,188,11.88
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,All Ethnicity,Homeless,485,*,*,242,49.90,37,7.63,*,*,160,32.99,39,8.04
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,All Ethnicity,Migrant,46,*,*,*,*,21,45.65,*,*,11,23.91,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,All Ethnicity,Students with Disabilities,3821,34,~,1217,31.85,120,~,11,~,2265,59.28,174,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,All Ethnicity,General Education Students,22616,411,~,7306,32.30,1118,~,57,~,12510,55.31,1214,5.37
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,All Ethnicity,Economically Disadvantaged,17467,170,~,7353,42.10,1004,5.75,54,~,7890,45.17,996,5.70
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,All Ethnicity,Foster,113,*,*,32,28.32,*,*,*,*,66,58.41,13,11.50
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,All Ethnicity,Military Family,626,11,~,184,29.39,*,*,*,*,366,58.47,52,8.31
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,All Ethnicity,Non-Economically Disadvantaged,8970,275,~,1170,13.04,234,~,14,~,6885,76.76,392,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Hispanic/Latino,All SubPopulation,3240,14,~,125,~,981,30.28,34,~,1671,51.57,415,12.81
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Hispanic/Latino,Students with Limited English Proficiency,1414,*,*,11,~,558,39.46,21,~,641,45.33,180,12.73
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Hispanic/Latino,Homeless,84,*,*,*,*,33,39.29,*,*,27,32.14,21,25.00
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Hispanic/Latino,Migrant,33,*,*,*,*,17,51.52,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Hispanic/Latino,Students with Disabilities,371,*,*,19,5.12,83,22.37,*,*,214,57.68,47,12.67
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Hispanic/Latino,General Education Students,2869,13,~,106,~,898,31.30,27,~,1457,50.78,368,12.83
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Hispanic/Latino,Economically Disadvantaged,2655,*,*,98,~,856,32.24,29,~,1329,50.06,333,12.54
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Hispanic/Latino,Foster,11,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Hispanic/Latino,Military Family,61,*,*,*,*,*,*,*,*,44,72.13,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Hispanic/Latino,Non-Economically Disadvantaged,585,*,*,27,~,125,21.37,*,*,342,58.46,82,14.02
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Other Ethnicity,All SubPopulation,23197,431,~,8398,36.20,257,~,34,~,13104,56.49,973,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Other Ethnicity,Students with Limited English Proficiency,168,89,52.98,15,8.93,*,*,*,*,44,26.19,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Other Ethnicity,Homeless,401,*,*,241,60.10,*,*,*,*,133,33.17,18,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Other Ethnicity,Migrant,13,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Other Ethnicity,Students with Disabilities,3450,33,~,1198,34.72,37,~,*,*,2051,59.45,127,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Other Ethnicity,General Education Students,19747,398,~,7200,36.46,220,~,30,~,11053,55.97,846,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Other Ethnicity,Economically Disadvantaged,14812,160,~,7255,48.98,148,~,25,~,6561,44.30,663,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Other Ethnicity,Foster,102,*,*,29,28.43,*,*,*,*,63,61.76,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Other Ethnicity,Military Family,565,*,*,184,32.57,*,*,*,*,322,56.99,44,7.79
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Female,Other Ethnicity,Non-Economically Disadvantaged,8385,271,~,1143,13.63,109,~,*,*,6543,78.03,310,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,All Ethnicity,All SubPopulation,27856,490,~,8825,31.68,1207,~,69,~,15928,57.18,1337,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,All Ethnicity,Students with Limited English Proficiency,1877,107,5.70,35,~,620,33.03,32,~,850,45.29,233,12.41
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,All Ethnicity,Homeless,508,*,*,259,50.98,30,5.91,*,*,189,37.20,24,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,All Ethnicity,Migrant,39,*,*,*,*,22,56.41,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,All Ethnicity,Students with Disabilities,6607,52,~,2340,35.42,196,~,*,*,3754,56.82,255,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,All Ethnicity,General Education Students,21249,438,~,6485,30.52,1011,~,59,~,12174,57.29,1082,5.09
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,All Ethnicity,Economically Disadvantaged,18157,189,~,7551,41.59,957,5.27,56,~,8430,46.43,974,5.36
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,All Ethnicity,Foster,129,*,*,47,36.43,*,*,*,*,76,58.91,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,All Ethnicity,Military Family,663,*,*,171,25.79,13,~,*,*,421,63.50,48,7.24
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,All Ethnicity,Non-Economically Disadvantaged,9699,301,~,1274,13.14,250,~,13,~,7498,77.31,363,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Hispanic/Latino,All SubPopulation,3322,*,*,116,~,958,28.84,38,~,1780,53.58,422,12.70
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Hispanic/Latino,Students with Limited English Proficiency,1653,*,*,*,*,614,37.14,26,~,784,47.43,216,13.07
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Hispanic/Latino,Homeless,79,*,*,*,*,27,34.18,*,*,34,43.04,13,16.46
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Hispanic/Latino,Migrant,32,*,*,*,*,19,59.38,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Hispanic/Latino,Students with Disabilities,540,*,*,28,5.19,138,25.56,*,*,312,57.78,55,10.19
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Hispanic/Latino,General Education Students,2782,*,*,88,~,820,29.48,33,~,1468,52.77,367,13.19
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Hispanic/Latino,Economically Disadvantaged,2707,*,*,100,~,834,30.81,32,~,1396,51.57,340,12.56
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Hispanic/Latino,Foster,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Hispanic/Latino,Military Family,60,*,*,*,*,*,*,*,*,41,68.33,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Hispanic/Latino,Non-Economically Disadvantaged,615,*,*,16,~,124,20.16,*,*,384,62.44,82,13.33
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Other Ethnicity,All SubPopulation,24534,482,~,8709,35.50,249,~,31,~,14148,57.67,915,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Other Ethnicity,Students with Limited English Proficiency,224,104,46.43,25,11.16,*,*,*,*,66,29.46,17,7.59
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Other Ethnicity,Homeless,429,*,*,254,59.21,*,*,*,*,155,36.13,11,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Other Ethnicity,Migrant,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Other Ethnicity,Students with Disabilities,6067,50,~,2312,38.11,58,~,*,*,3442,56.73,200,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Other Ethnicity,General Education Students,18467,432,~,6397,34.64,191,~,26,~,10706,57.97,715,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Other Ethnicity,Economically Disadvantaged,15450,184,~,7451,48.23,123,~,24,~,7034,45.53,634,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Other Ethnicity,Foster,120,*,*,47,39.17,*,*,*,*,69,57.50,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Other Ethnicity,Military Family,603,*,*,170,28.19,*,*,*,*,380,63.02,40,6.63
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 06,Male,Other Ethnicity,Non-Economically Disadvantaged,9084,298,~,1258,13.85,126,~,*,*,7114,78.31,281,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,All Ethnicity,All SubPopulation,55135,850,~,17761,32.21,2435,~,127,~,31192,56.57,2770,5.02
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,All Ethnicity,Students with Limited English Proficiency,3525,190,5.39,67,~,1169,33.16,44,~,1625,46.10,430,12.20
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,All Ethnicity,Homeless,896,*,*,455,50.78,59,6.58,*,*,301,33.59,67,7.48
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,All Ethnicity,Migrant,109,*,*,*,*,56,51.38,*,*,33,30.28,17,15.60
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,All Ethnicity,Students with Disabilities,10474,81,~,3707,35.39,291,~,11,~,5915,56.47,469,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,All Ethnicity,General Education Students,44661,769,~,14054,31.47,2144,~,116,~,25277,56.60,2301,5.15
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,All Ethnicity,Economically Disadvantaged,35627,339,~,15038,42.21,1968,5.52,90,~,16215,45.51,1977,5.55
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,All Ethnicity,Foster,220,*,*,72,32.73,*,*,*,*,132,60.00,14,6.36
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,All Ethnicity,Military Family,1326,19,~,363,27.38,26,~,*,*,814,61.39,96,7.24
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,All Ethnicity,Non-Economically Disadvantaged,19508,511,~,2723,13.96,467,~,37,~,14977,76.77,793,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Hispanic/Latino,All SubPopulation,6559,34,~,262,~,1937,29.53,66,~,3423,52.19,837,12.76
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Hispanic/Latino,Students with Limited English Proficiency,3132,12,~,21,~,1150,36.72,35,~,1516,48.40,398,12.71
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Hispanic/Latino,Homeless,146,*,*,11,7.53,51,34.93,*,*,51,34.93,30,20.55
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Hispanic/Latino,Migrant,88,*,*,*,*,45,51.14,*,*,25,28.41,17,19.32
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Hispanic/Latino,Students with Disabilities,854,*,*,38,~,209,24.47,*,*,498,58.31,100,11.71
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Hispanic/Latino,General Education Students,5705,31,~,224,~,1728,30.29,60,~,2925,51.27,737,12.92
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Hispanic/Latino,Economically Disadvantaged,5309,22,~,194,~,1686,31.76,51,~,2693,50.73,663,12.49
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Hispanic/Latino,Foster,13,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Hispanic/Latino,Military Family,124,*,*,12,9.68,20,16.13,*,*,69,55.65,16,12.90
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Hispanic/Latino,Non-Economically Disadvantaged,1250,12,~,68,5.44,251,20.08,15,~,730,58.40,174,13.92
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Other Ethnicity,All SubPopulation,48576,816,~,17499,36.02,498,~,61,~,27769,57.17,1933,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Other Ethnicity,Students with Limited English Proficiency,393,178,45.29,46,11.70,19,~,*,*,109,27.74,32,8.14
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Other Ethnicity,Homeless,750,*,*,444,59.20,*,*,*,*,250,33.33,37,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Other Ethnicity,Migrant,21,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Other Ethnicity,Students with Disabilities,9620,78,~,3669,38.14,82,~,*,*,5417,56.31,369,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Other Ethnicity,General Education Students,38956,738,~,13830,35.50,416,~,56,~,22352,57.38,1564,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Other Ethnicity,Economically Disadvantaged,30318,317,~,14844,48.96,282,~,39,~,13522,44.60,1314,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Other Ethnicity,Foster,207,*,*,71,34.30,*,*,*,*,125,60.39,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Other Ethnicity,Military Family,1202,15,~,351,29.20,*,*,*,*,745,61.98,80,6.66
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,All Gender,Other Ethnicity,Non-Economically Disadvantaged,18258,499,~,2655,14.54,216,~,22,~,14247,78.03,619,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,All Ethnicity,All SubPopulation,26563,420,~,8605,32.39,1183,~,71,~,14904,56.11,1380,5.20
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,All Ethnicity,Students with Limited English Proficiency,1615,81,5.02,26,~,532,32.94,21,~,751,46.50,204,12.63
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,All Ethnicity,Homeless,422,*,*,220,52.13,35,8.29,*,*,135,31.99,28,6.64
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,All Ethnicity,Migrant,52,*,*,*,*,26,50.00,*,*,16,30.77,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,All Ethnicity,Students with Disabilities,3782,36,~,1285,33.98,109,~,*,*,2172,57.43,174,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,All Ethnicity,General Education Students,22781,384,~,7320,32.13,1074,~,65,~,12732,55.89,1206,5.29
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,All Ethnicity,Economically Disadvantaged,17092,155,~,7229,42.29,961,5.62,53,~,7713,45.13,981,5.74
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,All Ethnicity,Foster,119,*,*,37,31.09,*,*,*,*,74,62.18,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,All Ethnicity,Military Family,628,*,*,197,31.37,13,~,*,*,367,58.44,41,6.53
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,All Ethnicity,Non-Economically Disadvantaged,9471,265,~,1376,14.53,222,~,18,~,7191,75.93,399,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Hispanic/Latino,All SubPopulation,3141,*,*,123,~,937,29.83,35,~,1623,51.67,413,13.15
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Hispanic/Latino,Students with Limited English Proficiency,1445,*,*,*,*,523,36.19,17,~,702,48.58,189,13.08
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Hispanic/Latino,Homeless,76,*,*,*,*,29,38.16,*,*,30,39.47,14,18.42
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Hispanic/Latino,Migrant,44,*,*,*,*,21,47.73,*,*,14,31.82,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Hispanic/Latino,Students with Disabilities,309,*,*,*,*,80,25.89,*,*,176,56.96,38,12.30
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Hispanic/Latino,General Education Students,2832,*,*,113,~,857,30.26,31,~,1447,51.09,375,13.24
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Hispanic/Latino,Economically Disadvantaged,2544,*,*,93,~,819,32.19,26,~,1272,50.00,327,12.85
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Hispanic/Latino,Foster,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Hispanic/Latino,Military Family,56,*,*,*,*,11,19.64,*,*,32,57.14,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Hispanic/Latino,Non-Economically Disadvantaged,597,*,*,30,5.03,118,19.77,*,*,351,58.79,86,14.41
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Other Ethnicity,All SubPopulation,23422,410,~,8482,36.21,246,~,36,~,13281,56.70,967,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Other Ethnicity,Students with Limited English Proficiency,170,76,44.71,17,10.00,*,*,*,*,49,28.82,15,8.82
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Other Ethnicity,Homeless,346,*,*,217,62.72,*,*,*,*,105,30.35,14,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Other Ethnicity,Migrant,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Other Ethnicity,Students with Disabilities,3473,35,~,1275,36.71,29,~,*,*,1996,57.47,136,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Other Ethnicity,General Education Students,19949,375,~,7207,36.13,217,~,34,~,11285,56.57,831,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Other Ethnicity,Economically Disadvantaged,14548,148,~,7136,49.05,142,~,27,~,6441,44.27,654,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Other Ethnicity,Foster,116,*,*,37,31.90,*,*,*,*,73,62.93,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Other Ethnicity,Military Family,572,*,*,193,33.74,*,*,*,*,335,58.57,32,5.59
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Female,Other Ethnicity,Non-Economically Disadvantaged,8874,262,~,1346,15.17,104,~,*,*,6840,77.08,313,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,All Ethnicity,All SubPopulation,28572,430,~,9156,32.05,1252,~,56,~,16288,57.01,1390,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,All Ethnicity,Students with Limited English Proficiency,1910,109,5.71,41,~,637,33.35,23,~,874,45.76,226,11.83
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,All Ethnicity,Homeless,474,*,*,235,49.58,24,5.06,*,*,166,35.02,39,8.23
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,All Ethnicity,Migrant,57,*,*,*,*,30,52.63,*,*,17,29.82,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,All Ethnicity,Students with Disabilities,6692,45,~,2422,36.19,182,~,*,*,3743,55.93,295,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,All Ethnicity,General Education Students,21880,385,~,6734,30.78,1070,~,51,~,12545,57.34,1095,5.00
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,All Ethnicity,Economically Disadvantaged,18535,184,~,7809,42.13,1007,5.43,37,~,8502,45.87,996,5.37
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,All Ethnicity,Foster,101,*,*,35,34.65,*,*,*,*,58,57.43,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,All Ethnicity,Military Family,698,11,~,166,23.78,13,~,*,*,447,64.04,55,7.88
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,All Ethnicity,Non-Economically Disadvantaged,10037,246,~,1347,13.42,245,~,19,~,7786,77.57,394,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Hispanic/Latino,All SubPopulation,3418,24,~,139,~,1000,29.26,31,~,1800,52.66,424,12.40
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Hispanic/Latino,Students with Limited English Proficiency,1687,*,*,12,~,627,37.17,18,~,814,48.25,209,12.39
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Hispanic/Latino,Homeless,70,*,*,*,*,22,31.43,*,*,21,30.00,16,22.86
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Hispanic/Latino,Migrant,44,*,*,*,*,24,54.55,*,*,11,25.00,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Hispanic/Latino,Students with Disabilities,545,*,*,28,5.14,129,23.67,*,*,322,59.08,62,11.38
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Hispanic/Latino,General Education Students,2873,22,~,111,~,871,30.32,29,~,1478,51.44,362,12.60
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Hispanic/Latino,Economically Disadvantaged,2765,15,~,101,~,867,31.36,25,~,1421,51.39,336,12.15
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Hispanic/Latino,Foster,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Hispanic/Latino,Military Family,68,*,*,*,*,*,*,*,*,37,54.41,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Hispanic/Latino,Non-Economically Disadvantaged,653,*,*,38,5.82,133,20.37,*,*,379,58.04,88,13.48
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Other Ethnicity,All SubPopulation,25154,406,~,9017,35.85,252,~,25,~,14488,57.60,966,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Other Ethnicity,Students with Limited English Proficiency,223,102,45.74,29,13.00,*,*,*,*,60,26.91,17,7.62
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Other Ethnicity,Homeless,404,*,*,227,56.19,*,*,*,*,145,35.89,23,5.69
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Other Ethnicity,Migrant,13,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Other Ethnicity,Students with Disabilities,6147,43,~,2394,38.95,53,~,*,*,3421,55.65,233,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Other Ethnicity,General Education Students,19007,363,~,6623,34.85,199,~,22,~,11067,58.23,733,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Other Ethnicity,Economically Disadvantaged,15770,169,~,7708,48.88,140,~,12,~,7081,44.90,660,~
